x-axis,1,2
second,Volt,Volt
-1.000000E+00,+1.340000E+00,+1.286250E+00
-998.000E-03,+1.315000E+00,+1.248750E+00
-996.000E-03,+1.290000E+00,+1.205000E+00
-994.000E-03,+1.290000E+00,+1.217500E+00
-992.000E-03,+1.290000E+00,+1.205000E+00
-990.000E-03,+1.302500E+00,+1.217500E+00
-988.000E-03,+1.308750E+00,+1.236250E+00
-986.000E-03,+1.333750E+00,+1.261250E+00
-984.000E-03,+1.371250E+00,+1.298750E+00
-982.000E-03,+1.390000E+00,+1.323750E+00
-980.000E-03,+1.427500E+00,+1.367500E+00
-978.000E-03,+1.477500E+00,+1.430000E+00
-976.000E-03,+1.527500E+00,+1.473750E+00
-974.000E-03,+1.571250E+00,+1.542500E+00
-972.000E-03,+1.608750E+00,+1.580000E+00
-970.000E-03,+1.652500E+00,+1.636250E+00
-968.000E-03,+1.690000E+00,+1.686250E+00
-966.000E-03,+1.715000E+00,+1.711250E+00
-964.000E-03,+1.727500E+00,+1.742500E+00
-962.000E-03,+1.746250E+00,+1.755000E+00
-960.000E-03,+1.746250E+00,+1.755000E+00
-958.000E-03,+1.740000E+00,+1.761250E+00
-956.000E-03,+1.733750E+00,+1.748750E+00
-954.000E-03,+1.721250E+00,+1.730000E+00
-952.000E-03,+1.683750E+00,+1.692500E+00
-950.000E-03,+1.665000E+00,+1.673750E+00
-948.000E-03,+1.615000E+00,+1.611250E+00
-946.000E-03,+1.577500E+00,+1.573750E+00
-944.000E-03,+1.546250E+00,+1.530000E+00
-942.000E-03,+1.496250E+00,+1.473750E+00
-940.000E-03,+1.458750E+00,+1.423750E+00
-938.000E-03,+1.408750E+00,+1.373750E+00
-936.000E-03,+1.371250E+00,+1.330000E+00
-934.000E-03,+1.346250E+00,+1.292500E+00
-932.000E-03,+1.327500E+00,+1.255000E+00
-930.000E-03,+1.296250E+00,+1.230000E+00
-928.000E-03,+1.290000E+00,+1.223750E+00
-926.000E-03,+1.283750E+00,+1.217500E+00
-924.000E-03,+1.296250E+00,+1.211250E+00
-922.000E-03,+1.308750E+00,+1.223750E+00
-920.000E-03,+1.327500E+00,+1.242500E+00
-918.000E-03,+1.346250E+00,+1.280000E+00
-916.000E-03,+1.383750E+00,+1.317500E+00
-914.000E-03,+1.421250E+00,+1.355000E+00
-912.000E-03,+1.465000E+00,+1.405000E+00
-910.000E-03,+1.508750E+00,+1.448750E+00
-908.000E-03,+1.546250E+00,+1.511250E+00
-906.000E-03,+1.602500E+00,+1.561250E+00
-904.000E-03,+1.633750E+00,+1.617500E+00
