x-axis,1
second,Volt
-1.00E-02,2.15E-02
-9.98E-03,-9.38E-02
-9.96E-03,-2.14E-01
-9.94E-03,-3.30E-01
-9.92E-03,-4.44E-01
-9.90E-03,-5.53E-01
-9.88E-03,-6.51E-01
-9.86E-03,-7.38E-01
-9.84E-03,-8.12E-01
-9.82E-03,-8.77E-01
-9.80E-03,-9.26E-01
-9.78E-03,-9.62E-01
-9.76E-03,-9.81E-01
-9.74E-03,-9.85E-01
-9.72E-03,-9.74E-01
-9.70E-03,-9.46E-01
-9.68E-03,-9.03E-01
-9.66E-03,-8.47E-01
-9.64E-03,-7.76E-01
-9.62E-03,-6.97E-01
-9.60E-03,-6.04E-01
-9.58E-03,-5.02E-01
-9.56E-03,-3.89E-01
-9.54E-03,-2.73E-01
-9.52E-03,-1.55E-01
-9.50E-03,-3.71E-02
-9.48E-03,7.52E-02
-9.46E-03,1.93E-01
-9.44E-03,3.06E-01
-9.42E-03,4.10E-01
-9.40E-03,5.10E-01
-9.38E-03,6.03E-01
-9.36E-03,6.82E-01
-9.34E-03,7.50E-01
-9.32E-03,8.05E-01
-9.30E-03,8.47E-01
-9.28E-03,8.76E-01
-9.26E-03,8.94E-01
-9.24E-03,8.96E-01
-9.22E-03,8.87E-01
-9.20E-03,8.64E-01
-9.18E-03,8.29E-01
-9.16E-03,7.82E-01
-9.14E-03,7.21E-01
-9.12E-03,6.47E-01
-9.10E-03,5.62E-01
-9.08E-03,4.64E-01
-9.06E-03,3.61E-01
-9.04E-03,2.54E-01
-9.02E-03,1.37E-01
-9.00E-03,2.15E-02
-8.98E-03,-9.38E-02
-8.96E-03,-2.14E-01
-8.94E-03,-3.29E-01
-8.92E-03,-4.44E-01
-8.90E-03,-5.53E-01
-8.88E-03,-6.50E-01
-8.86E-03,-7.37E-01
-8.84E-03,-8.11E-01
-8.82E-03,-8.76E-01
-8.80E-03,-9.25E-01
-8.78E-03,-9.61E-01
-8.76E-03,-9.79E-01
-8.74E-03,-9.83E-01
-8.72E-03,-9.73E-01
-8.70E-03,-9.44E-01
-8.68E-03,-9.02E-01
-8.66E-03,-8.45E-01
-8.64E-03,-7.75E-01
-8.62E-03,-6.96E-01
-8.60E-03,-6.03E-01
-8.58E-03,-5.00E-01
-8.56E-03,-3.87E-01
-8.54E-03,-2.72E-01
-8.52E-03,-1.55E-01
-8.50E-03,-3.61E-02
-8.48E-03,7.62E-02
-8.46E-03,1.94E-01
-8.44E-03,3.07E-01
-8.42E-03,4.11E-01
-8.40E-03,5.12E-01
-8.38E-03,6.04E-01
-8.36E-03,6.83E-01
-8.34E-03,7.51E-01
-8.32E-03,8.06E-01
-8.30E-03,8.48E-01
-8.28E-03,8.77E-01
-8.26E-03,8.95E-01
-8.24E-03,8.98E-01
-8.22E-03,8.89E-01
-8.20E-03,8.66E-01
-8.18E-03,8.30E-01
-8.16E-03,7.83E-01
-8.14E-03,7.22E-01
-8.12E-03,6.48E-01
-8.10E-03,5.63E-01
-8.08E-03,4.65E-01
-8.06E-03,3.62E-01
-8.04E-03,2.55E-01
-8.02E-03,1.38E-01
-8.00E-03,2.25E-02
-7.98E-03,-9.28E-02
-7.96E-03,-2.13E-01
-7.94E-03,-3.29E-01
-7.92E-03,-4.43E-01
-7.90E-03,-5.52E-01
-7.88E-03,-6.50E-01
-7.86E-03,-7.37E-01
-7.84E-03,-8.11E-01
-7.82E-03,-8.76E-01
-7.80E-03,-9.25E-01
-7.78E-03,-9.60E-01
-7.76E-03,-9.79E-01
-7.74E-03,-9.83E-01
-7.72E-03,-9.73E-01
-7.70E-03,-9.44E-01
-7.68E-03,-9.01E-01
-7.66E-03,-8.46E-01
-7.64E-03,-7.75E-01
-7.62E-03,-6.96E-01
-7.60E-03,-6.03E-01
-7.58E-03,-5.00E-01
-7.56E-03,-3.87E-01
-7.54E-03,-2.72E-01
-7.52E-03,-1.54E-01
-7.50E-03,-3.61E-02
-7.48E-03,7.62E-02
-7.46E-03,1.94E-01
-7.44E-03,3.08E-01
-7.42E-03,4.12E-01
-7.40E-03,5.12E-01
-7.38E-03,6.04E-01
-7.36E-03,6.83E-01
-7.34E-03,7.52E-01
-7.32E-03,8.06E-01
-7.30E-03,8.48E-01
-7.28E-03,8.77E-01
-7.26E-03,8.95E-01
-7.24E-03,8.98E-01
-7.22E-03,8.89E-01
-7.20E-03,8.66E-01
-7.18E-03,8.30E-01
-7.16E-03,7.83E-01
-7.14E-03,7.22E-01
-7.12E-03,6.48E-01
-7.10E-03,5.63E-01
-7.08E-03,4.66E-01
-7.06E-03,3.62E-01
-7.04E-03,2.55E-01
-7.02E-03,1.38E-01
-7.00E-03,2.25E-02
-6.98E-03,-9.28E-02
-6.96E-03,-2.13E-01
-6.94E-03,-3.28E-01
-6.92E-03,-4.43E-01
-6.90E-03,-5.52E-01
-6.88E-03,-6.49E-01
-6.86E-03,-7.37E-01
-6.84E-03,-8.10E-01
-6.82E-03,-8.75E-01
-6.80E-03,-9.24E-01
-6.78E-03,-9.60E-01
-6.76E-03,-9.79E-01
-6.74E-03,-9.82E-01
-6.72E-03,-9.72E-01
-6.70E-03,-9.43E-01
-6.68E-03,-9.01E-01
-6.66E-03,-8.45E-01
-6.64E-03,-7.74E-01
-6.62E-03,-6.95E-01
-6.60E-03,-6.02E-01
-6.58E-03,-4.99E-01
-6.56E-03,-3.86E-01
-6.54E-03,-2.71E-01
-6.52E-03,-1.53E-01
-6.50E-03,-3.52E-02
-6.48E-03,7.71E-02
-6.46E-03,1.95E-01
-6.44E-03,3.09E-01
-6.42E-03,4.12E-01
-6.40E-03,5.13E-01
-6.38E-03,6.04E-01
-6.36E-03,6.85E-01
-6.34E-03,7.53E-01
-6.32E-03,8.07E-01
-6.30E-03,8.49E-01
-6.28E-03,8.79E-01
-6.26E-03,8.96E-01
-6.24E-03,8.99E-01
-6.22E-03,8.90E-01
-6.20E-03,8.67E-01
-6.18E-03,8.31E-01
-6.16E-03,7.84E-01
-6.14E-03,7.23E-01
-6.12E-03,6.49E-01
-6.10E-03,5.63E-01
-6.08E-03,4.67E-01
-6.06E-03,3.64E-01
-6.04E-03,2.56E-01
-6.02E-03,1.39E-01
-6.00E-03,2.34E-02
-5.98E-03,-9.08E-02
-5.96E-03,-2.12E-01
-5.94E-03,-3.27E-01
-5.92E-03,-4.42E-01
-5.90E-03,-5.52E-01
-5.88E-03,-6.49E-01
-5.86E-03,-7.36E-01
-5.84E-03,-8.10E-01
