second,Input,Output
0.0178,8.48750019,0.71875
0.01782,8.48750019,0.71875
0.01784,8.48750019,0.71875
0.01786,8.48750019,0.71875
0.01788,8.48750019,0.75
0.0179,8.42500019,0.71875
0.01792,8.42500019,0.71875
0.01794,8.36250019,0.75
0.01796,8.42500019,0.75
0.01798,8.36250019,0.75
0.018,8.30000019,0.75
0.01802,8.36250019,0.78125
0.01804,8.30000019,0.75
0.01806,8.30000019,0.78125
0.01808,8.17500019,0.78125
0.0181,8.17500019,0.8125
0.01812,8.05000019,0.84375
0.01814,8.05000019,0.84375
0.01816,7.98750019,0.875
0.01818,7.92500019,0.875
0.0182,7.86250019,0.90625
0.01822,7.73750019,0.9375
0.01824,7.67500019,0.90625
0.01826,7.55000019,0.96875
0.01828,7.48750019,0.96875
0.0183,7.42500019,1
0.01832,7.30000019,1
0.01834,7.23750019,1.03125
0.01836,7.11250019,1.0625
0.01838,6.92500019,1.125
0.0184,6.86250019,1.09375
0.01842,6.86250019,1.125
0.01844,6.61250019,1.15625
0.01846,6.48750019,1.1875
0.01848,6.42500019,1.1875
0.0185,6.30000019,1.21875
0.01852,6.23750019,1.28125
0.01854,6.05000019,1.34375
0.01856,5.98750019,1.34375
0.01858,5.80000019,1.34375
0.0186,5.67500019,1.34375
0.01862,5.55000019,1.34375
0.01864,5.42500019,1.4375
0.01866,5.23750019,1.40625
0.01868,5.17500019,1.46875
0.0187,5.05000019,1.5
0.01872,4.92500019,1.5
0.01874,4.73750019,1.53125
0.01876,4.61250019,1.59375
0.01878,4.42500019,1.59375
0.0188,4.36250019,1.625
0.01882,4.23750019,1.65625
0.01884,4.11250019,1.71875
0.01886,3.92500019,1.71875
0.01888,3.86250019,1.71875
0.0189,3.67500019,1.75
0.01892,3.61250019,1.78125
0.01894,3.48750019,1.78125
0.01896,3.36250019,1.8125
0.01898,3.23750019,1.84375
0.019,3.17500019,1.84375
0.01902,2.98750019,1.90625
0.01904,2.92500019,1.875
0.01906,2.86250019,1.9375
0.01908,2.73750019,1.9375
0.0191,2.61250019,1.96875
0.01912,2.55000019,2
0.01914,2.42500019,2
0.01916,2.36250019,2
0.01918,2.23750019,2
0.0192,2.17500019,2
0.01922,2.11250019,2.0625
0.01924,2.05000019,2.0625
0.01926,1.98750019,2.0625
0.01928,1.86250019,2.09375
0.0193,1.80000019,2.09375
0.01932,1.80000019,2.125
0.01934,1.73750019,2.09375
0.01936,1.67500019,2.125
0.01938,1.67500019,2.125
0.0194,1.67500019,2.125
0.01942,1.61250019,2.15625
0.01944,1.61250019,2.15625
0.01946,1.55000019,2.125
0.01948,1.55000019,2.125
0.0195,1.55000019,2.15625
0.01952,1.55000019,2.15625
0.01954,1.48750019,2.15625
0.01956,1.55000019,2.15625
0.01958,1.48750019,2.125
0.0196,1.48750019,2.125
0.01962,1.61250019,2.125
0.01964,1.61250019,2.125
0.01966,1.61250019,2.125
0.01968,1.67500019,2.09375
0.0197,1.73750019,2.09375
0.01972,1.67500019,2.0625
0.01974,1.80000019,2.0625
0.01976,1.80000019,2.0625
0.01978,1.92500019,2.03125
0.0198,1.98750019,2.03125
0.01982,2.05000019,2
0.01984,2.11250019,1.96875
0.01986,2.17500019,1.96875
0.01988,2.30000019,1.9375
0.0199,2.36250019,1.9375
0.01992,2.48750019,1.9375
0.01994,2.55000019,1.875
0.01996,2.61250019,1.90625
0.01998,2.73750019,1.84375
