in Sa,Frequency in Hz,Gain in dB,Phase in °,Amplitude in Vpp
1.00E+00,1.000E+01,1.107E+01,-1.255E+02,2.500E+00
2.00E+00,1.047E+01,1.116E+01,-1.269E+02,2.500E+00
3.00E+00,1.096E+01,1.125E+01,-1.279E+02,2.500E+00
4.00E+00,1.148E+01,1.142E+01,-1.296E+02,2.500E+00
5.00E+00,1.202E+01,1.150E+01,-1.303E+02,2.500E+00
6.00E+00,1.259E+01,1.164E+01,-1.321E+02,2.500E+00
7.00E+00,1.318E+01,1.176E+01,-1.336E+02,2.500E+00
8.00E+00,1.380E+01,1.187E+01,-1.343E+02,2.500E+00
9.00E+00,1.445E+01,1.190E+01,-1.349E+02,2.500E+00
1.00E+01,1.514E+01,1.211E+01,-1.367E+02,2.500E+00
1.10E+01,1.585E+01,1.216E+01,-1.372E+02,2.500E+00
1.20E+01,1.660E+01,1.223E+01,-1.382E+02,2.500E+00
1.30E+01,1.738E+01,1.229E+01,-1.390E+02,2.500E+00
1.40E+01,1.820E+01,1.240E+01,-1.405E+02,2.500E+00
1.50E+01,1.905E+01,1.247E+01,-1.414E+02,2.500E+00
1.60E+01,1.995E+01,1.254E+01,-1.421E+02,2.500E+00
1.70E+01,2.089E+01,1.257E+01,-1.422E+02,2.500E+00
1.80E+01,2.188E+01,1.265E+01,-1.432E+02,2.500E+00
1.90E+01,2.291E+01,1.272E+01,-1.437E+02,2.500E+00
2.00E+01,2.399E+01,1.283E+01,-1.458E+02,2.500E+00
2.10E+01,2.512E+01,1.284E+01,-1.454E+02,2.500E+00
2.20E+01,2.630E+01,1.291E+01,-1.464E+02,2.500E+00
2.30E+01,2.754E+01,1.297E+01,-1.468E+02,2.500E+00
2.40E+01,2.884E+01,1.310E+01,-1.492E+02,2.500E+00
2.50E+01,3.020E+01,1.146E+01,-1.686E+02,2.500E+00
2.60E+01,3.162E+01,1.148E+01,-1.690E+02,2.500E+00
2.70E+01,3.311E+01,1.150E+01,-1.695E+02,2.500E+00
2.80E+01,3.467E+01,1.152E+01,-1.701E+02,2.500E+00
2.90E+01,3.631E+01,1.152E+01,-1.705E+02,2.500E+00
3.00E+01,3.802E+01,1.153E+01,-1.711E+02,2.500E+00
3.10E+01,3.981E+01,1.153E+01,-1.715E+02,2.500E+00
3.20E+01,4.169E+01,1.155E+01,-1.720E+02,2.500E+00
3.30E+01,4.365E+01,1.156E+01,-1.723E+02,2.500E+00
3.40E+01,4.571E+01,1.157E+01,-1.727E+02,2.500E+00
3.50E+01,4.786E+01,1.157E+01,-1.731E+02,2.500E+00
3.60E+01,5.012E+01,1.158E+01,-1.735E+02,2.500E+00
3.70E+01,5.248E+01,1.158E+01,-1.737E+02,2.500E+00
3.80E+01,5.495E+01,1.158E+01,-1.741E+02,2.500E+00
3.90E+01,5.754E+01,1.160E+01,-1.745E+02,2.500E+00
4.00E+01,6.026E+01,1.160E+01,-1.748E+02,2.500E+00
4.10E+01,6.310E+01,1.159E+01,-1.751E+02,2.500E+00
4.20E+01,6.607E+01,1.161E+01,-1.754E+02,2.500E+00
4.30E+01,6.918E+01,1.160E+01,-1.757E+02,2.500E+00
4.40E+01,7.244E+01,1.161E+01,-1.760E+02,2.500E+00
4.50E+01,7.586E+01,1.162E+01,-1.763E+02,2.500E+00
4.60E+01,7.943E+01,1.161E+01,-1.766E+02,2.500E+00
4.70E+01,8.318E+01,1.162E+01,-1.767E+02,2.500E+00
4.80E+01,8.710E+01,1.162E+01,-1.770E+02,2.500E+00
4.90E+01,9.120E+01,1.161E+01,-1.772E+02,2.500E+00
5.00E+01,9.550E+01,1.162E+01,-1.774E+02,2.500E+00
5.10E+01,1.000E+02,1.161E+01,-1.775E+02,2.500E+00
5.20E+01,1.047E+02,1.162E+01,-1.778E+02,2.500E+00
5.30E+01,1.096E+02,1.164E+01,-1.781E+02,2.500E+00
5.40E+01,1.148E+02,1.164E+01,-1.783E+02,2.500E+00
5.50E+01,1.202E+02,1.165E+01,-1.784E+02,2.500E+00
5.60E+01,1.259E+02,1.164E+01,-1.787E+02,2.500E+00
5.70E+01,1.318E+02,1.163E+01,-1.789E+02,2.500E+00
5.80E+01,1.380E+02,1.163E+01,-1.791E+02,2.500E+00
5.90E+01,1.445E+02,1.163E+01,-1.793E+02,2.500E+00
6.00E+01,1.514E+02,1.164E+01,-1.794E+02,2.500E+00
6.10E+01,1.585E+02,1.163E+01,-1.797E+02,2.500E+00
6.20E+01,1.660E+02,1.164E+01,-1.799E+02,2.500E+00
6.30E+01,1.738E+02,1.164E+01,1.799E+02,2.500E+00
6.40E+01,1.820E+02,1.164E+01,1.797E+02,2.500E+00
6.50E+01,1.905E+02,1.162E+01,1.796E+02,2.500E+00
6.60E+01,1.995E+02,1.161E+01,1.794E+02,2.500E+00
6.70E+01,2.089E+02,1.161E+01,1.793E+02,2.500E+00
6.80E+01,2.188E+02,1.162E+01,1.790E+02,2.500E+00
6.90E+01,2.291E+02,1.164E+01,1.787E+02,2.500E+00
7.00E+01,2.399E+02,1.164E+01,1.784E+02,2.500E+00
7.10E+01,2.512E+02,1.163E+01,1.783E+02,2.500E+00
7.20E+01,2.630E+02,1.162E+01,1.781E+02,2.500E+00
7.30E+01,2.754E+02,1.161E+01,1.779E+02,2.500E+00
7.40E+01,2.884E+02,1.160E+01,1.776E+02,2.500E+00
7.50E+01,3.020E+02,1.160E+01,1.774E+02,2.500E+00
7.60E+01,3.162E+02,1.159E+01,1.772E+02,2.500E+00
7.70E+01,3.311E+02,1.158E+01,1.769E+02,2.500E+00
7.80E+01,3.467E+02,1.158E+01,1.766E+02,2.500E+00
7.90E+01,3.631E+02,1.157E+01,1.764E+02,2.500E+00
8.00E+01,3.802E+02,1.156E+01,1.762E+02,2.500E+00
8.10E+01,3.981E+02,1.153E+01,1.760E+02,2.500E+00
8.20E+01,4.169E+02,1.151E+01,1.757E+02,2.500E+00
8.30E+01,4.365E+02,1.151E+01,1.755E+02,2.500E+00
8.40E+01,4.571E+02,1.150E+01,1.751E+02,2.500E+00
8.50E+01,4.786E+02,1.150E+01,1.748E+02,2.500E+00
8.60E+01,5.012E+02,1.149E+01,1.744E+02,2.500E+00
8.70E+01,5.248E+02,1.146E+01,1.742E+02,2.500E+00
8.80E+01,5.495E+02,1.144E+01,1.739E+02,2.500E+00
8.90E+01,5.754E+02,1.140E+01,1.736E+02,2.500E+00
9.00E+01,6.026E+02,1.137E+01,1.732E+02,2.500E+00
