in Sa,Frequency in Hz,Gain in dB,Phase in °,Amplitude in Vpp
1.00E+00,1.000E+01,-6.030E+01,1.620E+02,2.500E+00
2.00E+00,1.047E+01,-6.093E+01,1.685E+02,2.500E+00
3.00E+00,1.096E+01,-5.871E+01,1.590E+02,2.500E+00
4.00E+00,1.148E+01,-5.891E+01,1.664E+02,2.500E+00
5.00E+00,1.202E+01,-5.973E+01,1.577E+02,2.500E+00
6.00E+00,1.259E+01,-6.161E+01,1.611E+02,2.500E+00
7.00E+00,1.318E+01,-6.153E+01,1.654E+02,2.500E+00
8.00E+00,1.380E+01,-5.981E+01,1.576E+02,2.500E+00
9.00E+00,1.445E+01,-5.915E+01,1.571E+02,2.500E+00
1.00E+01,1.514E+01,-6.084E+01,1.524E+02,2.500E+00
1.10E+01,1.585E+01,-6.059E+01,1.534E+02,2.500E+00
1.20E+01,1.660E+01,-6.147E+01,1.519E+02,2.500E+00
1.30E+01,1.738E+01,-6.005E+01,1.538E+02,2.500E+00
1.40E+01,1.820E+01,-6.235E+01,1.464E+02,2.500E+00
1.50E+01,1.905E+01,-6.253E+01,1.482E+02,2.500E+00
1.60E+01,1.995E+01,-5.954E+01,1.456E+02,2.500E+00
1.70E+01,2.089E+01,-6.041E+01,1.558E+02,2.500E+00
1.80E+01,2.188E+01,-5.942E+01,1.448E+02,2.500E+00
1.90E+01,2.291E+01,-6.098E+01,1.484E+02,2.500E+00
2.00E+01,2.399E+01,-6.127E+01,1.472E+02,2.500E+00
2.10E+01,2.512E+01,-6.019E+01,1.417E+02,2.500E+00
2.20E+01,2.630E+01,-5.904E+01,1.438E+02,2.500E+00
2.30E+01,2.754E+01,-5.979E+01,1.438E+02,2.500E+00
2.40E+01,2.884E+01,-6.048E+01,1.352E+02,2.500E+00
2.50E+01,3.020E+01,-7.607E+01,1.290E+02,2.500E+00
2.60E+01,3.162E+01,-7.358E+01,1.496E+02,2.500E+00
2.70E+01,3.311E+01,-8.976E+01,-1.685E+02,2.500E+00
2.80E+01,3.467E+01,-7.977E+01,1.634E+02,2.500E+00
