in Sa,Frequency in Hz,Gain in dB,Phase in °,Amplitude in Vpp
1.00E+00,1.000E+01,-6.063E+01,1.740E+02,2.500E+00
2.00E+00,1.047E+01,-6.039E+01,1.799E+02,2.500E+00
3.00E+00,1.096E+01,-6.019E+01,-1.795E+02,2.500E+00
4.00E+00,1.148E+01,-6.030E+01,-1.770E+02,2.500E+00
5.00E+00,1.202E+01,-5.999E+01,-1.792E+02,2.500E+00
6.00E+00,1.259E+01,-6.138E+01,1.762E+02,2.500E+00
7.00E+00,1.318E+01,-6.102E+01,1.758E+02,2.500E+00
8.00E+00,1.380E+01,-6.112E+01,1.659E+02,2.500E+00
9.00E+00,1.445E+01,-6.096E+01,1.629E+02,2.500E+00
1.00E+01,1.514E+01,-6.213E+01,-1.780E+02,2.500E+00
1.10E+01,1.585E+01,-6.070E+01,1.667E+02,2.500E+00
1.20E+01,1.660E+01,-6.093E+01,1.762E+02,2.500E+00
1.30E+01,1.738E+01,-6.275E+01,1.760E+02,2.500E+00
1.40E+01,1.820E+01,-6.241E+01,1.752E+02,2.500E+00
1.50E+01,1.905E+01,-6.172E+01,1.627E+02,2.500E+00
1.60E+01,1.995E+01,-6.292E+01,1.740E+02,2.500E+00
1.70E+01,2.089E+01,-6.200E+01,1.756E+02,2.500E+00
1.80E+01,2.188E+01,-6.266E+01,1.661E+02,2.500E+00
1.90E+01,2.291E+01,-6.219E+01,1.681E+02,2.500E+00
2.00E+01,2.399E+01,-6.331E+01,-1.770E+02,2.500E+00
2.10E+01,2.512E+01,-6.266E+01,1.662E+02,2.500E+00
2.20E+01,2.630E+01,-6.230E+01,1.672E+02,2.500E+00
2.30E+01,2.754E+01,-6.338E+01,1.652E+02,2.500E+00
2.40E+01,2.884E+01,-6.226E+01,1.747E+02,2.500E+00
2.50E+01,3.020E+01,-6.298E+01,1.681E+02,2.500E+00
2.60E+01,3.162E+01,-6.277E+01,1.734E+02,2.500E+00
2.70E+01,3.311E+01,-6.302E+01,1.795E+02,2.500E+00
2.80E+01,3.467E+01,-6.404E+01,1.708E+02,2.500E+00
2.90E+01,3.631E+01,-6.517E+01,-1.764E+02,2.500E+00
3.00E+01,3.802E+01,-6.660E+01,-1.773E+02,2.500E+00
3.10E+01,3.981E+01,-6.584E+01,1.691E+02,2.500E+00
3.20E+01,4.169E+01,-6.662E+01,1.728E+02,2.500E+00
3.30E+01,4.365E+01,-6.128E+01,1.634E+02,2.500E+00
3.40E+01,4.571E+01,-6.384E+01,-1.662E+02,2.500E+00
3.50E+01,4.786E+01,-6.429E+01,1.496E+02,2.500E+00
3.60E+01,5.012E+01,-6.263E+01,1.794E+02,2.500E+00
3.70E+01,5.248E+01,-6.299E+01,1.627E+02,2.500E+00
3.80E+01,5.495E+01,-6.454E+01,-1.640E+02,2.500E+00
3.90E+01,5.754E+01,-6.466E+01,1.680E+02,2.500E+00
4.00E+01,6.026E+01,-6.581E+01,1.734E+02,2.500E+00
4.10E+01,6.310E+01,-6.227E+01,1.723E+02,2.500E+00
4.20E+01,6.607E+01,-6.438E+01,1.551E+02,2.500E+00
4.30E+01,6.918E+01,-6.528E+01,-1.758E+02,2.500E+00
4.40E+01,7.244E+01,-6.455E+01,-1.721E+02,2.500E+00
4.50E+01,7.586E+01,-6.358E+01,1.709E+02,2.500E+00
4.60E+01,7.943E+01,-6.504E+01,-1.737E+02,2.500E+00
4.70E+01,8.318E+01,-6.431E+01,1.443E+02,2.500E+00
4.80E+01,8.710E+01,-6.805E+01,1.541E+02,2.500E+00
4.90E+01,9.120E+01,-6.482E+01,1.660E+02,2.500E+00
5.00E+01,9.550E+01,-6.554E+01,1.538E+02,2.500E+00
5.10E+01,1.000E+02,-6.331E+01,1.705E+02,2.500E+00
5.20E+01,1.047E+02,-6.541E+01,1.700E+02,2.500E+00
5.30E+01,1.096E+02,-6.579E+01,1.662E+02,2.500E+00
5.40E+01,1.148E+02,-6.810E+01,1.663E+02,2.500E+00
5.50E+01,1.202E+02,-6.526E+01,1.635E+02,2.500E+00
5.60E+01,1.259E+02,-6.817E+01,1.420E+02,2.500E+00
5.70E+01,1.318E+02,-6.449E+01,1.597E+02,2.500E+00
5.80E+01,1.380E+02,-6.602E+01,1.453E+02,2.500E+00
5.90E+01,1.445E+02,-6.835E+01,1.706E+02,2.500E+00
6.00E+01,1.514E+02,-6.534E+01,-1.729E+02,2.500E+00
6.10E+01,1.585E+02,-6.612E+01,1.541E+02,2.500E+00
6.20E+01,1.660E+02,-6.415E+01,1.613E+02,2.500E+00
6.30E+01,1.738E+02,-6.566E+01,1.530E+02,2.500E+00
6.40E+01,1.820E+02,-6.776E+01,1.645E+02,2.500E+00
