in Sa,Frequency in Hz,Gain in dB,Phase in °,Amplitude in Vpp
1.00E+00,1.000E+01,-4.264E+01,9.634E+01,2.500E+00
2.00E+00,1.047E+01,-4.276E+01,9.565E+01,2.500E+00
3.00E+00,1.096E+01,-4.284E+01,8.498E+01,2.500E+00
4.00E+00,1.148E+01,-4.132E+01,9.424E+01,2.500E+00
5.00E+00,1.202E+01,-4.166E+01,9.250E+01,2.500E+00
6.00E+00,1.259E+01,-4.085E+01,9.592E+01,2.500E+00
7.00E+00,1.318E+01,-4.105E+01,9.147E+01,2.500E+00
8.00E+00,1.380E+01,-4.081E+01,9.527E+01,2.500E+00
9.00E+00,1.445E+01,-4.003E+01,9.597E+01,2.500E+00
1.00E+01,1.514E+01,-3.966E+01,9.241E+01,2.500E+00
1.10E+01,1.585E+01,-3.885E+01,9.256E+01,2.500E+00
1.20E+01,1.660E+01,-3.809E+01,9.193E+01,2.500E+00
1.30E+01,1.738E+01,-3.732E+01,9.224E+01,2.500E+00
1.40E+01,1.820E+01,-3.792E+01,8.966E+01,2.500E+00
1.50E+01,1.905E+01,-3.758E+01,9.259E+01,2.500E+00
1.60E+01,1.995E+01,-3.753E+01,8.848E+01,2.500E+00
1.70E+01,2.089E+01,-3.652E+01,9.016E+01,2.500E+00
1.80E+01,2.188E+01,-3.663E+01,9.108E+01,2.500E+00
1.90E+01,2.291E+01,-3.658E+01,9.340E+01,2.500E+00
2.00E+01,2.399E+01,-3.513E+01,9.018E+01,2.500E+00
2.10E+01,2.512E+01,-3.497E+01,9.214E+01,2.500E+00
2.20E+01,2.630E+01,-3.518E+01,9.361E+01,2.500E+00
2.30E+01,2.754E+01,-3.449E+01,9.191E+01,2.500E+00
2.40E+01,2.884E+01,-3.398E+01,8.704E+01,2.500E+00
2.50E+01,3.020E+01,-3.402E+01,8.905E+01,2.500E+00
2.60E+01,3.162E+01,-3.363E+01,9.023E+01,2.500E+00
2.70E+01,3.311E+01,-3.355E+01,8.860E+01,2.500E+00
2.80E+01,3.467E+01,-3.293E+01,9.101E+01,2.500E+00
2.90E+01,3.631E+01,-3.150E+01,8.819E+01,2.500E+00
3.00E+01,3.802E+01,-3.193E+01,8.417E+01,2.500E+00
3.10E+01,3.981E+01,-3.193E+01,8.736E+01,2.500E+00
3.20E+01,4.169E+01,-3.084E+01,8.913E+01,2.500E+00
3.30E+01,4.365E+01,-3.054E+01,8.802E+01,2.500E+00
3.40E+01,4.571E+01,-3.023E+01,8.940E+01,2.500E+00
3.50E+01,4.786E+01,-2.915E+01,8.931E+01,2.500E+00
3.60E+01,5.012E+01,-2.963E+01,9.099E+01,2.500E+00
3.70E+01,5.248E+01,-2.910E+01,8.762E+01,2.500E+00
3.80E+01,5.495E+01,-2.856E+01,8.914E+01,2.500E+00
3.90E+01,5.754E+01,-2.806E+01,8.800E+01,2.500E+00
4.00E+01,6.026E+01,-2.782E+01,8.981E+01,2.500E+00
4.10E+01,6.310E+01,-2.752E+01,8.951E+01,2.500E+00
4.20E+01,6.607E+01,-2.707E+01,8.844E+01,2.500E+00
4.30E+01,6.918E+01,-2.694E+01,8.731E+01,2.500E+00
4.40E+01,7.244E+01,-2.630E+01,8.862E+01,2.500E+00
4.50E+01,7.586E+01,-2.570E+01,8.958E+01,2.500E+00
4.60E+01,7.943E+01,-2.538E+01,8.791E+01,2.500E+00
4.70E+01,8.318E+01,-2.516E+01,8.833E+01,2.500E+00
4.80E+01,8.710E+01,-2.464E+01,8.841E+01,2.500E+00
4.90E+01,9.120E+01,-2.457E+01,8.683E+01,2.500E+00
5.00E+01,9.550E+01,-2.409E+01,8.672E+01,2.500E+00
5.10E+01,1.000E+02,-2.338E+01,8.809E+01,2.500E+00
5.20E+01,1.047E+02,-2.307E+01,8.661E+01,2.500E+00
5.30E+01,1.096E+02,-2.301E+01,8.828E+01,2.500E+00
5.40E+01,1.148E+02,-2.209E+01,8.805E+01,2.500E+00
5.50E+01,1.202E+02,-2.195E+01,8.827E+01,2.500E+00
5.60E+01,1.259E+02,-2.149E+01,8.809E+01,2.500E+00
5.70E+01,1.318E+02,-2.121E+01,8.730E+01,2.500E+00
5.80E+01,1.380E+02,-2.089E+01,8.733E+01,2.500E+00
5.90E+01,1.445E+02,-2.018E+01,8.753E+01,2.500E+00
6.00E+01,1.514E+02,-1.974E+01,8.556E+01,2.500E+00
6.10E+01,1.585E+02,-1.943E+01,8.684E+01,2.500E+00
6.20E+01,1.660E+02,-1.914E+01,8.575E+01,2.500E+00
6.30E+01,1.738E+02,-1.874E+01,8.629E+01,2.500E+00
6.40E+01,1.820E+02,-1.839E+01,8.645E+01,2.500E+00
6.50E+01,1.905E+02,-1.787E+01,8.615E+01,2.500E+00
6.60E+01,1.995E+02,-1.757E+01,8.661E+01,2.500E+00
6.70E+01,2.089E+02,-1.723E+01,8.556E+01,2.500E+00
6.80E+01,2.188E+02,-1.671E+01,8.417E+01,2.500E+00
6.90E+01,2.291E+02,-1.624E+01,8.506E+01,2.500E+00
7.00E+01,2.399E+02,-1.584E+01,8.555E+01,2.500E+00
7.10E+01,2.512E+02,-1.564E+01,8.565E+01,2.500E+00
7.20E+01,2.630E+02,-1.528E+01,8.469E+01,2.500E+00
7.30E+01,2.754E+02,-1.474E+01,8.497E+01,2.500E+00
7.40E+01,2.884E+02,-1.427E+01,8.357E+01,2.500E+00
