x-axis,1,2
second,Volt,Volt
-100.0000E-03,-1.6750E-03,+287.4999E-03
-99.8000E-03,-1.6750E-03,+474.9999E-03
-99.6000E-03,-2.3000E-03,+537.4999E-03
-99.4000E-03,-2.3000E-03,+724.9999E-03
-99.2000E-03,-1.6750E-03,+787.4999E-03
-99.0000E-03,-1.6750E-03,+912.4999E-03
-98.8000E-03,-2.3000E-03,+1.0999999E+00
-98.6000E-03,-1.6750E-03,+1.0999999E+00
-98.4000E-03,-1.6750E-03,+1.2249999E+00
-98.2000E-03,-1.6750E-03,+1.3499999E+00
-98.0000E-03,-1.6750E-03,+1.4124999E+00
-97.8000E-03,-1.6750E-03,+1.4749999E+00
-97.6000E-03,-1.6750E-03,+1.5374999E+00
-97.4000E-03,-1.0500E-03,+1.5999999E+00
-97.2000E-03,-1.6750E-03,+1.6624999E+00
-97.0000E-03,-2.3000E-03,+1.7249999E+00
-96.8000E-03,-2.3000E-03,+1.7874999E+00
-96.6000E-03,-2.3000E-03,+1.7874999E+00
-96.4000E-03,-1.6750E-03,+1.7874999E+00
-96.2000E-03,-1.0500E-03,+1.7874999E+00
-96.0000E-03,-1.0500E-03,+1.7249999E+00
-95.8000E-03,-1.0500E-03,+1.6624999E+00
-95.6000E-03,-425.0E-06,+1.7249999E+00
-95.4000E-03,-1.6750E-03,+1.6624999E+00
-95.2000E-03,-2.3000E-03,+1.5374999E+00
-95.0000E-03,-1.6750E-03,+1.5374999E+00
-94.8000E-03,-1.6750E-03,+1.4124999E+00
-94.6000E-03,-1.6750E-03,+1.3499999E+00
-94.4000E-03,-2.3000E-03,+1.2249999E+00
-94.2000E-03,-1.6750E-03,+1.2249999E+00
-94.0000E-03,-1.6750E-03,+1.0374999E+00
-93.8000E-03,-1.6750E-03,+974.9999E-03
-93.6000E-03,-1.0500E-03,+724.9999E-03
-93.4000E-03,-1.0500E-03,+599.9999E-03
-93.2000E-03,-2.3000E-03,+662.4999E-03
-93.0000E-03,-1.0500E-03,+412.4999E-03
-92.8000E-03,-2.3000E-03,+287.4999E-03
-92.6000E-03,-2.9250E-03,+162.4999E-03
-92.4000E-03,-1.0500E-03,-25.0001E-03
-92.2000E-03,-2.3000E-03,-87.5001E-03
-92.0000E-03,-1.0500E-03,-275.0001E-03
-91.8000E-03,-1.0500E-03,-525.0001E-03
-91.6000E-03,-1.6750E-03,-587.5001E-03
-91.4000E-03,-1.0500E-03,-712.5001E-03
-91.2000E-03,-2.3000E-03,-837.5001E-03
-91.0000E-03,-2.3000E-03,-900.0001E-03
