,cg11,cl11,cg12,cl12,cg13,cl13,cg14,cl14,cg21,cl21,cg22,cl22,cg23,cl23,cg24,cl24,cg31,cl31,cg32,cl32,cg33,cl33,cg34,cl34,cg41,cl41,cg42,cl42,cg43,cl43,cg44,cl44
0,-7.765043151978586e-13,7.765043151978586e-13,-7.659039615665511e-13,7.659039615665511e-13,-7.65471298020441e-13,7.65471298020441e-13,-7.757176395042206e-13,7.757176395042206e-13,-7.650018784211144e-13,7.650018784211144e-13,-7.550528547909398e-13,7.550528547909398e-13,-7.560780200700541e-13,7.560780200700541e-13,-7.644424461315029e-13,7.644424461315029e-13,-7.654363701976567e-13,7.654363701976567e-13,-7.55563916359362e-13,7.55563916359362e-13,-7.549577544715418e-13,7.549577544715418e-13,-7.64986915443544e-13,7.64986915443544e-13,-7.760787251327635e-13,7.760787251327635e-13,-7.654064047710687e-13,7.654064047710687e-13,-7.652899335941999e-13,7.652899335941999e-13,-7.756447698918038e-13,7.756447698918038e-13
